Scope L1,Scope L2,Level 1,Level 2,Level 3,Level 4,Level 5,Factor Source,Column Text,Description,UOM,kg CO2e,kg CO2e of CO2,kg CO2e of CH4,kg CO2e of N2O,kWh (Net CV),kWh (net)
Scope 3,Scope 3.1,Material use,Construction,Soils,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Construction,Soils,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Construction,Tyres,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Construction,Tyres,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Construction,Tyres,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,33.355.719,,,,,
Scope 3,Scope 3.1,Material use,Construction,Tyres,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,73.121.789,,,,,
Scope 3,Scope 3.1,Material use,Construction,Wood,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,11.296.968,,,,,
Scope 3,Scope 3.1,Material use,Construction,Wood,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Construction,Wood,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,31.261.178,,,,,
Scope 3,Scope 3.1,Material use,Construction,Wood,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,3.854.288,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Alkaline,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Alkaline,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Alkaline,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,463.347.826,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Alkaline,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Li ion,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Li ion,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Li ion,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,6308,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - Li ion,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - NiMh,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - NiMh,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - NiMh,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,28380,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Batteries - NiMh,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - fridges and freezers,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - fridges and freezers,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - fridges and freezers,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,436.333.333,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - fridges and freezers,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - IT,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - IT,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - IT,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,2.486.547.556,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - IT,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - large,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - large,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - large,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,3267,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - large,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - small,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - small,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - small,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,564.794.563,,,,,
Scope 3,Scope 3.1,Material use,Electrical items,Electrical items - small,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,99.939.628,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,91.226.364,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: aluminium cans and foil (excl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: mixed cans,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,147.378.996,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: mixed cans,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: mixed cans,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,52.685.564,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: mixed cans,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: scrap metal,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,163.317.782,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: scrap metal,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: scrap metal,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,36.826.829,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: scrap metal,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: steel cans,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,17.406.364,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: steel cans,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: steel cans,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,31.006.364,,,,,
Scope 3,Scope 3.1,Material use,Metal,Metal: steel cans,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from food and garden waste,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from food and garden waste,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from food and garden waste,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,11.483.221,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from food and garden waste,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from garden waste,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from garden waste,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from garden waste,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,11.201.558,,,,,
Scope 3,Scope 3.1,Material use,Organic,Compost derived from garden waste,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Books,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Books,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Books,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Books,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Clothing,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Clothing,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Clothing,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,22310,,,,,
Scope 3,Scope 3.1,Material use,Other,Clothing,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,152.25,,,,,
Scope 3,Scope 3.1,Material use,Other,Food and drink,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Food and drink,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Food and drink,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,370.140.359,,,,,
Scope 3,Scope 3.1,Material use,Other,Food and drink,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Glass,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,82.318.954,,,,,
Scope 3,Scope 3.1,Material use,Other,Glass,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Other,Glass,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,140.276.667,,,,,
Scope 3,Scope 3.1,Material use,Other,Glass,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: board,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,71.955.532,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: board,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: board,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,82.886.816,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: board,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: mixed,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,73.167.375,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: mixed,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: mixed,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,88.416.078,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: mixed,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: paper,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,73.939.628,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: paper,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: paper,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,91.939.628,,,,,
Scope 3,Scope 3.1,Material use,Paper,Paper and board: paper,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic film,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,189.462.863,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic film,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic film,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,257.416.475,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic film,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic rigid,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,274.883.298,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic rigid,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic rigid,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,327.670.693,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastic rigid,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastics,,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,232.653.028,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastics,,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastics,,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,311.629.156,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: average plastics,,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: HDPE (incl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,235.061.634,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: HDPE (incl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: HDPE (incl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,326.983.889,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: HDPE (incl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,179.722.268,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,26.006.364,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PET (incl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,312.527.157,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PET (incl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PET (incl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,40.323.925,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PET (incl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PP (incl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,254.131.327,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PP (incl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PP (incl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,310.472.699,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PP (incl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PS (incl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,319.895.732,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PS (incl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PS (incl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,37.779.489,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PS (incl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PVC (incl. forming),,Closed-loop source,GHG Conversion Factor 2022,Closed-loop source,,tonnes,248.967.044,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PVC (incl. forming),,Open-loop source,GHG Conversion Factor 2022,Open-loop source,,tonnes,,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PVC (incl. forming),,Primary material production,GHG Conversion Factor 2022,Primary material production,,tonnes,341.308.416,,,,,
Scope 3,Scope 3.1,Material use,Plastic,Plastics: PVC (incl. forming),,Re-used,GHG Conversion Factor 2022,Re-used,,tonnes,,,,,,
Scope 3,Scope 3.3,Transmission and distribution,Distribution - district heat & steam,5% loss,2020,,GHG Conversion Factor 2022,,,kWh,899,89,6,3,,
Scope 3,Scope 3.3,Transmission and distribution,T&D- UK electricity,Electricity: UK,2020,,GHG Conversion Factor 2022,,,kWh,1.769,175,7,12,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Bio Petrol,,,GHG Conversion Factor 2022,,,GJ,826.923,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Bio Petrol,,,GHG Conversion Factor 2022,,,kg,36.924,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Bio Petrol,,,GHG Conversion Factor 2022,,,litres,27.392,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,GHG Conversion Factor 2022,,,GJ,10.25,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,GHG Conversion Factor 2022,,,kg,451,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel HVO,,,GHG Conversion Factor 2022,,,litres,35.178,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,GHG Conversion Factor 2022,,,GJ,1.097.411,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,GHG Conversion Factor 2022,,,kg,40.824,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME,,,GHG Conversion Factor 2022,,,litres,36.333,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,GHG Conversion Factor 2022,,,GJ,14,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,GHG Conversion Factor 2022,,,kg,5.208,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from Tallow),,,GHG Conversion Factor 2022,,,litres,46.351,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,GHG Conversion Factor 2022,,,GJ,1.034.563,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,GHG Conversion Factor 2022,,,kg,38.486,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biodiesel ME (from used cooking oil),,,GHG Conversion Factor 2022,,,litres,34.252,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,GHG Conversion Factor 2022,,,GJ,1.954.212,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,GHG Conversion Factor 2022,,,kg,52.373,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Bioethanol,,,GHG Conversion Factor 2022,,,litres,41.584,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,GHG Conversion Factor 2022,,,GJ,1.136.747,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,GHG Conversion Factor 2022,,,kg,55.701,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biomethane (compressed),,,GHG Conversion Factor 2022,,,litres,,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,GHG Conversion Factor 2022,,,GJ,1.136.747,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,GHG Conversion Factor 2022,,,kg,55.701,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biomethane (liquified),,,GHG Conversion Factor 2022,,,litres,,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biopropane,,,GHG Conversion Factor 2022,,,GJ,1.028.659,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biopropane,,,GHG Conversion Factor 2022,,,kg,4.773,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Biopropane,,,GHG Conversion Factor 2022,,,litres,24.578,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Methanol (bio),,,GHG Conversion Factor 2022,,,GJ,1.954.212,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Methanol (bio),,,GHG Conversion Factor 2022,,,kg,52.373,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Methanol (bio),,,GHG Conversion Factor 2022,,,litres,41.584,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,GHG Conversion Factor 2022,,,GJ,1.097.411,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,GHG Conversion Factor 2022,,,kg,40.824,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Off road biodiesel,,,GHG Conversion Factor 2022,,,litres,36.333,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Renewable petrol,,,GHG Conversion Factor 2022,,,GJ,1.827.807,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Renewable petrol,,,GHG Conversion Factor 2022,,,kg,51.284,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biofuel,Renewable petrol,,,GHG Conversion Factor 2022,,,litres,45.725,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biogas,Biogas,,,GHG Conversion Factor 2022,,,kWh,2.841,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biogas,Biogas,,,GHG Conversion Factor 2022,,,tonnes,15.782.597,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biogas,Landfill gas,,,GHG Conversion Factor 2022,,,kWh,0,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biogas,Landfill gas,,,GHG Conversion Factor 2022,,,tonnes,0,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Grass/straw,,,GHG Conversion Factor 2022,,,kWh,1.604,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Grass/straw,,,GHG Conversion Factor 2022,,,tonnes,68.65,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Wood chips,,,GHG Conversion Factor 2022,,,kWh,792,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Wood chips,,,GHG Conversion Factor 2022,,,tonnes,30.4,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Wood logs,,,GHG Conversion Factor 2022,,,kWh,1.277,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Wood logs,,,GHG Conversion Factor 2022,,,tonnes,52.14,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Wood pellets,,,GHG Conversion Factor 2022,,,kWh,3.744,,,,,
Scope 3,Scope 3.3,WTT- bioenergy,WTT- biomass,Wood pellets,,,GHG Conversion Factor 2022,,,tonnes,177,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,kWh (Gross CV),2.509,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,kWh (Net CV),2.719,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,litres,19.686,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,Butane,,,GHG Conversion Factor 2022,,,tonnes,34.214.737,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,kWh (Gross CV),3.865,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,kWh (Net CV),4.282,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,litres,9.408,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,CNG,,,GHG Conversion Factor 2022,,,tonnes,5.376.183,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,kWh (Gross CV),6.367,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,kWh (Net CV),7.055,,,,,
Scope 3,Scope 3.3,WTT- fuels,Gaseous fuels,LNG,,,GHG Conversion Factor 2022,,,litres,40.076,,,,,
